#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
585	ENST00000632280.1_2	chr19	+	68402	69178	68402	68402	1	68402,	69178,	0	ENSG00000282542	none	none	-1,
13	ENST00000664190.2_3	chr19	+	37742773	37756434	37742773	37742773	4	37742773,37746800,37753443,37753985,	37743084,37746884,37753557,37756434,	0	LINC01535	none	none	-1,-1,-1,-1,
13	ENST00000685471.2_2	chr19	+	37742780	37754512	37742780	37742780	4	37742780,37753256,37753443,37753985,	37743084,37753336,37753557,37754512,	0	LINC01535	none	none	-1,-1,-1,-1,
13	ENST00000692449.1_1	chr19	+	37742804	37756449	37742804	37742804	8	37742804,37746800,37747089,37747300,37747628,37748132,37753443,37756187,	37743084,37746884,37747131,37747421,37747716,37748296,37753557,37756449,	0	LINC01535	none	none	-1,-1,-1,-1,-1,-1,-1,-1,
13	ENST00000592712.5_1	chr19	+	37742827	37754515	37742827	37742827	8	37742827,37746800,37747300,37747628,37747913,37749849,37753443,37753985,	37743084,37746884,37747421,37747716,37748296,37749971,37753557,37754515,	0	LINC01535	none	none	-1,-1,-1,-1,-1,-1,-1,-1,
13	ENST00000666743.1_1	chr19	+	37743015	37754305	37743015	37743015	7	37743015,37746800,37747089,37747628,37748132,37753443,37753985,	37743084,37746884,37747421,37747716,37748296,37753557,37754305,	0	LINC01535	none	none	-1,-1,-1,-1,-1,-1,-1,
873	ENST00000586324.2_4	chr19	-	37756837	37759198	37756837	37756837	2	37756837,37757715,	37756987,37759198,	0	ENSG00000267605	none	none	-1,-1,
873	ENST00000656668.1_3	chr19	-	37756840	37759935	37756840	37756840	4	37756840,37757715,37758119,37759648,	37756987,37757885,37758701,37759935,	0	ENSG00000267605	none	none	-1,-1,-1,-1,
873	ENST00000654113.1_3	chr19	-	37756842	37795297	37756842	37756842	3	37756842,37757715,37795011,	37756987,37758513,37795297,	0	ENSG00000267605	none	none	-1,-1,-1,
873	ENST00000668926.1_2	chr19	+	37795352	37800543	37795352	37795352	3	37795352,37795886,37796761,	37795420,37796122,37800543,	0	ENSG00000286449	none	none	-1,-1,-1,
873	ENST00000591471.5_1	chr19	+	37803738	37855347	37853516	37854677	9	37803738,37814434,37815109,37815697,37838091,37838678,37848863,37849442,37853010,	37804214,37814472,37815167,37815838,37838218,37838774,37848941,37849563,37855347,	0	ZNF875	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,-1,0,
873	ENST00000611171.1_2	chr19	-	37805769	37806522	37805769	37805769	1	37805769,	37806522,	0	ENSG00000276846	none	none	-1,
873	ENST00000652615.1_1	chr19	+	37808788	37855309	37838184	37850436	11	37808788,37813086,37814434,37815109,37815697,37816055,37838091,37838678,37849448,37850327,37853010,	37809088,37813134,37814472,37815167,37815838,37816176,37838218,37838774,37849563,37850448,37855309,	0	ZNF875	cmpl	cmpl	-1,-1,-1,-1,-1,-1,0,1,1,2,-1,
873	ENST00000544914.5_1	chr19	+	37808812	37855348	37853516	37854677	6	37808812,37813086,37814434,37815109,37838678,37853010,	37809088,37813134,37814472,37815167,37838774,37855348,	0	ZNF875	cmpl	cmpl	-1,-1,-1,-1,-1,0,
873	ENST00000591417.5_1	chr19	+	37825541	37853048	37838184	37853035	5	37825541,37838091,37838678,37850327,37853010,	37825684,37838218,37838774,37850448,37853048,	0	ZNF875	cmpl	cmpl	-1,0,1,1,2,
873	ENST00000392153.8_5	chr19	+	37825550	37855349	37826126	37854677	5	37825550,37826070,37838091,37838678,37853010,	37825684,37826159,37838218,37838774,37855349,	0	ZNF875	cmpl	cmpl	-1,0,0,1,1,
873	ENST00000592168.5_1	chr19	+	37825558	37853076	37838184	37848898	6	37825558,37837324,37838091,37838678,37848863,37853007,	37825684,37837394,37838218,37838774,37848941,37853076,	0	ZNF875	cmpl	cmpl	-1,-1,0,1,1,-1,
873	ENST00000589392.5_2	chr19	+	37825572	37854766	37826126	37854677	5	37825572,37826101,37838091,37838678,37853007,	37825684,37826159,37838218,37838774,37854766,	0	ZNF875	cmpl	cmpl	-1,0,0,1,1,
873	ENST00000324411.8_7	chr19	+	37825579	37855357	37835586	37854677	6	37825579,37826070,37835511,37838091,37838678,37853010,	37825684,37826159,37835676,37838218,37838774,37855357,	0	ZNF875	cmpl	cmpl	-1,-1,0,0,1,1,
873	ENST00000591259.5_2	chr19	+	37825613	37850678	37826126	37850587	5	37825613,37826070,37838091,37838678,37850327,	37825684,37826159,37838218,37838774,37850678,	0	ZNF875	cmpl	cmpl	-1,0,0,1,1,
873	ENST00000592319.1_2	chr19	+	37828137	37828645	37828137	37828137	2	37828137,37828622,	37828489,37828645,	0	ENSG00000267682	none	none	-1,-1,
873	ENST00000541583.6_2	chr19	+	37837198	37855349	37838184	37854677	4	37837198,37838091,37838678,37853010,	37837394,37838218,37838774,37855349,	0	ZNF875	cmpl	cmpl	-1,0,1,1,
873	ENST00000591134.5_1	chr19	+	37837257	37860267	37838184	37860091	4	37837257,37838091,37838678,37860080,	37837394,37838218,37838774,37860267,	0	ZNF875	cmpl	cmpl	-1,0,1,1,
873	ENST00000586897.1_1	chr19	+	37838091	37853176	37838184	37853035	4	37838091,37838678,37849442,37853010,	37838218,37838774,37849563,37853176,	0	ZNF875	cmpl	cmpl	0,1,1,2,
109	ENST00000436120.7_3	chr19	+	37862000	37883968	37865100	37880781	5	37862000,37865059,37870021,37871178,37879207,	37862128,37865133,37870148,37871274,37883968,	0	ZNF527	cmpl	cmpl	-1,0,0,1,1,
873	ENST00000483919.5_1	chr19	+	37862060	37876546	37865100	37875888	5	37862060,37865059,37870021,37871178,37875769,	37862128,37865133,37870148,37871274,37876546,	0	ZNF527	cmpl	cmpl	-1,0,0,1,1,
109	ENST00000587349.1_1	chr19	+	37862095	37883796	37865100	37876277	7	37862095,37865059,37870021,37871178,37875769,37876206,37883316,	37862128,37865133,37870148,37871274,37875883,37876281,37883796,	0	ZNF527	cmpl	cmpl	-1,0,0,1,1,1,-1,
874	ENST00000624962.1_2	chr19	-	37892305	37894748	37892305	37892305	1	37892305,	37894748,	0	ENSG00000279936	none	none	-1,
874	ENST00000392149.6_7	chr19	-	37902056	37958131	37903498	37935823	5	37902056,37916769,37917153,37935808,37957988,	37905321,37916865,37917280,37935866,37958131,	0	ZNF569	cmpl	cmpl	1,1,0,0,-1,
874	ENST00000316950.11_9	chr19	-	37902058	37958346	37903498	37935823	6	37902058,37916769,37917153,37935808,37956214,37957985,	37905321,37916865,37917280,37935866,37956375,37958346,	0	ZNF569	cmpl	cmpl	1,1,0,0,-1,-1,
874	ENST00000448051.7_6	chr19	-	37902071	37960172	37903498	37945764	9	37902071,37916769,37917153,37935808,37945735,37956214,37957640,37957985,37959882,	37905321,37916865,37917280,37935866,37945975,37956375,37957706,37958192,37960172,	0	ZNF569	cmpl	cmpl	1,1,0,2,0,-1,-1,-1,-1,
874	ENST00000392150.2_5	chr19	-	37903456	37935861	37903498	37905082	2	37903456,37935808,	37905321,37935861,	0	ZNF569	cmpl	cmpl	0,-1,
874	ENST00000592490.5_4	chr19	-	37905086	37958110	37905270	37935823	4	37905086,37935808,37956214,37957985,	37905321,37935866,37956375,37958110,	0	ZNF569	cmpl	cmpl	0,0,-1,-1,
874	ENST00000589833.5_4	chr19	-	37916530	37945977	37916764	37945764	4	37916530,37917153,37935808,37945735,	37916865,37917280,37935866,37945977,	0	ZNF569	cmpl	cmpl	1,0,2,0,
874	ENST00000586475.5_3	chr19	+	37958673	37976222	37958792	37976135	6	37958673,37960378,37961205,37966782,37967240,37974780,	37958828,37960459,37961289,37966909,37967336,37976222,	0	ZNF570	cmpl	cmpl	0,0,0,0,1,1,
874	ENST00000330173.6_5	chr19	+	37960257	37979554	37961256	37976135	5	37960257,37961205,37966782,37967240,37974780,	37960459,37961289,37966909,37967336,37979554,	0	ZNF570	cmpl	cmpl	-1,0,0,1,1,
874	ENST00000585890.3_5	chr19	-	37988060	37997989	37988060	37988060	4	37988060,37988925,37996747,37997740,	37988494,37989085,37996942,37997989,	0	ZNF793-AS1	none	none	-1,-1,-1,-1,
874	ENST00000586176.1_2	chr19	-	37994807	37995367	37994807	37994807	1	37994807,	37995367,	0	ENSG00000267115	none	none	-1,
109	ENST00000627814.3_4	chr19	+	37997840	38034235	38014341	38028781	8	37997840,37999166,38011085,38013433,38014311,38023257,38024209,38027798,	37997868,37999305,38011214,38013549,38014356,38023384,38024305,38034235,	0	ZNF793	cmpl	cmpl	-1,-1,-1,-1,0,0,1,1,
109	ENST00000587143.5_1	chr19	+	37997883	38028813	38014341	38028781	6	37997883,37999166,38014311,38023257,38024209,38027798,	37997949,37999305,38014356,38023384,38024305,38028813,	0	ZNF793	cmpl	cmpl	-1,-1,0,0,1,1,
109	ENST00000588578.5_1	chr19	+	37998041	38031191	38014341	38027410	8	37998041,37999166,38011085,38013433,38014311,38023257,38024209,38027366,	37998113,37999305,38011214,38013549,38014356,38023384,38024305,38031191,	0	ZNF793	cmpl	cmpl	-1,-1,-1,-1,0,0,1,1,
109	ENST00000587986.5_1	chr19	+	37998119	38027432	38014341	38024463	7	37998119,37999166,38011085,38013433,38014311,38023257,38024209,	37998209,37999305,38011214,38013549,38014356,38023384,38027432,	0	ZNF793	cmpl	cmpl	-1,-1,-1,-1,0,0,1,
109	ENST00000589319.5_1	chr19	+	37999165	38034200	38014341	38033117	8	37999165,38011085,38013433,38014311,38023257,38024209,38027798,38033109,	37999305,38011214,38013549,38014356,38023384,38024305,38027969,38034200,	0	ZNF793	cmpl	cmpl	-1,-1,-1,0,0,1,1,1,
875	ENST00000445217.5_1	chr19	+	38014306	38034237	38014341	38028781	4	38014306,38023257,38024209,38027798,	38014356,38023384,38024305,38034237,	0	ZNF793	cmpl	cmpl	0,0,1,1,
875	ENST00000316807.2_4	chr19	-	38036371	38040073	38036371	38036371	2	38036371,38039750,	38039315,38040073,	0	ENSG00000180458	none	none	-1,-1,
875	ENST00000586139.5_1	chr19	+	38039852	38078249	38039852	38039852	6	38039852,38041763,38056932,38058519,38060751,38076239,	38040057,38041893,38056991,38058652,38060898,38078249,	0	ZNF571-AS1	none	none	-1,-1,-1,-1,-1,-1,
875	ENST00000592533.5_4	chr19	+	38042307	38104996	38089348	38104164	5	38042307,38089276,38090526,38091910,38102413,	38042567,38089357,38090653,38092006,38104996,	0	ZNF540	cmpl	cmpl	-1,0,0,1,1,
875	ENST00000587121.1_1	chr19	+	38042313	38076478	38042313	38042313	6	38042313,38056932,38057341,38060751,38075984,38076239,	38042567,38056991,38057386,38060898,38076062,38076478,	0	ZNF571-AS1	none	none	-1,-1,-1,-1,-1,-1,
875	ENST00000590751.5_4	chr19	-	38045683	38085656	38046770	38077577	5	38045683,38074871,38077568,38085120,38085641,	38047063,38074998,38077646,38085220,38085656,	0	ZNF571	cmpl	cmpl	1,0,0,-1,-1,
875	ENST00000328550.6_4	chr19	-	38053293	38085691	38055499	38077577	5	38053293,38054725,38074871,38077568,38085641,	38054683,38057193,38074998,38077646,38085691,	0	ZNF571	cmpl	cmpl	-1,1,0,0,-1,
875	ENST00000593133.5_4	chr19	-	38055154	38085647	38055499	38077577	4	38055154,38074871,38077568,38084987,	38057193,38074998,38077646,38085647,	0	ZNF571	cmpl	cmpl	1,0,0,-1,
875	ENST00000451802.7_6	chr19	-	38055161	38085693	38055499	38077577	4	38055161,38074871,38077568,38085641,	38057193,38074998,38077646,38085693,	0	ZNF571	cmpl	cmpl	1,0,0,-1,
875	ENST00000358744.3_4	chr19	-	38055470	38085662	38055499	38077577	5	38055470,38074871,38077568,38085120,38085641,	38057193,38074998,38077646,38085220,38085662,	0	ZNF571	cmpl	cmpl	1,0,0,-1,-1,
875	ENST00000668693.1_1	chr19	+	38057579	38078217	38057579	38057579	2	38057579,38076239,	38060898,38078217,	0	ZNF571-AS1	none	none	-1,-1,
875	ENST00000589117.5_1	chr19	+	38085730	38104288	38089348	38104164	4	38085730,38089276,38090526,38102413,	38085996,38089357,38090653,38104288,	0	ZNF540	cmpl	cmpl	-1,0,0,1,
875	ENST00000316433.9_6	chr19	+	38085776	38105080	38089348	38104164	5	38085776,38089276,38090526,38091910,38102413,	38085996,38089357,38090653,38092006,38105080,	0	ZNF540	cmpl	cmpl	-1,0,0,1,1,
875	ENST00000586792.5_1	chr19	+	38085873	38102773	38089348	38102494	3	38085873,38089276,38102413,	38085996,38089357,38102773,	0	ZNF540	cmpl	cmpl	-1,0,0,
875	ENST00000343599.5_9	chr19	+	38086153	38104996	38089348	38104164	5	38086153,38089276,38090526,38091910,38102413,	38086339,38089357,38090653,38092006,38104996,	0	ZNF540	cmpl	cmpl	-1,0,0,1,1,
109	ENST00000589018.5_4	chr19	-	38104649	38145630	38104719	38138723	5	38104649,38134165,38135510,38138714,38145612,	38104766,38134261,38135637,38138800,38145630,	0	ZFP30	cmpl	cmpl	1,1,0,0,-1,
109	ENST00000684514.1_2	chr19	-	38121906	38146366	38125881	38138723	6	38121906,38134165,38135510,38138714,38145612,38146320,	38127206,38134264,38135637,38138800,38145780,38146366,	0	ZFP30	cmpl	cmpl	1,1,0,0,-1,-1,
109	ENST00000351218.6_4	chr19	-	38121909	38146313	38125881	38138723	6	38121909,38134165,38135510,38138714,38145612,38146000,	38127206,38134264,38135637,38138800,38145780,38146313,	0	ZFP30	cmpl	cmpl	1,1,0,0,-1,-1,
109	ENST00000514101.6_4	chr19	-	38123388	38147162	38125881	38138723	6	38123388,38134165,38135510,38138714,38145612,38147020,	38127206,38134264,38135637,38138800,38145780,38147162,	0	ZFP30	cmpl	cmpl	1,1,0,0,-1,-1,
876	ENST00000358582.9_7	chr19	-	38158651	38183216	38158651	38158651	4	38158651,38177351,38182421,38183052,	38161457,38177423,38182519,38183216,	0	ZNF781	none	none	-1,-1,-1,-1,
876	ENST00000590008.5_5	chr19	-	38159754	38183201	38159754	38159754	5	38159754,38167169,38177351,38182421,38183052,	38161457,38167295,38177423,38182519,38183201,	0	ZNF781	none	none	-1,-1,-1,-1,-1,
876	ENST00000586606.6_5	chr19	-	38180783	38210026	38182472	38202519	7	38180783,38182421,38190685,38198814,38200596,38202510,38209915,	38180858,38182519,38190796,38198913,38200723,38202593,38210026,	0	ENSG00000267552	cmpl	cmpl	-1,1,1,1,0,0,-1,
876	ENST00000355202.9_10	chr19	-	38187271	38210662	38188940	38202519	5	38187271,38198814,38200596,38202510,38210169,	38190796,38198913,38200723,38202593,38210662,	0	ZNF607	cmpl	cmpl	1,1,0,0,-1,
876	ENST00000395835.7_7	chr19	-	38187273	38210089	38188940	38202519	5	38187273,38198814,38200596,38202510,38209915,	38190796,38198910,38200723,38202593,38210089,	0	ZNF607	cmpl	cmpl	1,1,0,0,-1,
876	ENST00000588040.1_4	chr19	-	38219486	38221544	38219486	38219486	2	38219486,38221383,	38220685,38221544,	0	ENSG00000267152	none	none	-1,-1,
876	ENST00000658143.1_2	chr19	+	38219496	38221634	38219496	38219496	2	38219496,38221549,	38220641,38221634,	0	ENSG00000287496	none	none	-1,-1,
876	ENST00000339503.7_4	chr19	-	38229202	38249236	38229392	38249236	2	38229202,38249115,	38231095,38249236,	0	ZNF573	cmpl	cmpl	1,0,
876	ENST00000536220.7_7	chr19	-	38229202	38270226	38229392	38264369	5	38229202,38260644,38262203,38264300,38270183,	38231095,38260737,38262336,38264391,38270226,	0	ZNF573	cmpl	cmpl	1,1,0,0,-1,
109	ENST00000392138.5_4	chr19	-	38229202	38307940	38229392	38262237	3	38229202,38262203,38307700,	38231095,38262336,38307940,	0	ZNF573	cmpl	cmpl	1,0,-1,
876	ENST00000585724.5_4	chr19	-	38230846	38270203	38260671	38264369	4	38230846,38260644,38264300,38270183,	38231095,38260737,38264391,38270203,	0	ZNF573	cmpl	cmpl	-1,0,0,-1,
877	ENST00000443870.4_5	chr19	+	38308015	38322800	38308015	38308015	5	38308015,38310136,38310863,38314450,38316811,	38308341,38310257,38310946,38314546,38322800,	0	ENSG00000291089	none	none	-1,-1,-1,-1,-1,
877	ENST00000592640.5_4	chr19	-	38314361	38345836	38314361	38314361	6	38314361,38315708,38323986,38327532,38344538,38345743,	38315357,38315980,38324154,38327655,38344602,38345836,	0	WDR87BP	none	none	-1,-1,-1,-1,-1,-1,
877	ENST00000592714.1_5	chr19	-	38327457	38344165	38327457	38327457	3	38327457,38343641,38343929,	38327655,38343761,38344165,	0	WDR87BP	none	none	-1,-1,-1,
877	ENST00000447313.7_10	chr19	-	38375462	38397234	38375571	38388879	6	38375462,38382191,38383217,38386777,38388804,38397138,	38380916,38382460,38386096,38386948,38388925,38397234,	0	WDR87	cmpl	cmpl	1,2,0,0,0,-1,
877	ENST00000303868.5_8	chr19	-	38375571	38397317	38375571	38388879	6	38375571,38382191,38383217,38386894,38388804,38397138,	38380916,38382460,38386096,38386948,38388925,38397317,	0	WDR87	cmpl	cmpl	1,2,0,0,0,-1,
109	ENST00000222345.11_3	chr19	+	38397847	38699009	38572205	38696880	22	38397847,38519728,38571895,38579360,38590601,38591691,38597176,38600866,38609945,38621137,38631823,38633212,38643479,38652892,38655118,38673158,38682784,38684176,38689028,38692501,38694766,38696736,	38397998,38519796,38573739,38579491,38590790,38591866,38597280,38601024,38610522,38621412,38632075,38633350,38643607,38653011,38655546,38673380,38682950,38684420,38689172,38692637,38694848,38699009,	0	SIPA1L3	cmpl	cmpl	-1,-1,0,1,0,0,1,0,2,0,2,2,2,1,0,2,2,0,1,1,2,0,
878	ENST00000601752.1_2	chr19	+	38454492	38455430	38454492	38454492	2	38454492,38455253,	38454922,38455430,	0	ENSG00000268051	none	none	-1,-1,
879	ENST00000408331.1	chr19	-	38544517	38544605	38544517	38544517	1	38544517,	38544605,	0	AC011465.1	none	none	-1,
879	ENST00000599092.1_4	chr19	-	38599139	38600173	38599139	38599139	2	38599139,38600028,	38599322,38600173,	0	ENSG00000268764	none	none	-1,-1,
880	ENST00000594299.1_2	chr19	+	38675015	38676905	38675015	38675015	1	38675015,	38676905,	0	ENSG00000269653	none	none	-1,
880	ENST00000598146.1_2	chr19	+	38690475	38691574	38690475	38690475	2	38690475,38691474,	38690807,38691574,	0	ENSG00000268499	none	none	-1,-1,
880	ENST00000578592.1	chr19	+	38690873	38691170	38690873	38690873	1	38690873,	38691170,	0	RN7SL663P	none	none	-1,
880	ENST00000355526.10_9	chr19	-	38701645	38714862	38702702	38714782	12	38701645,38702919,38704283,38706779,38706992,38708099,38708437,38709212,38709570,38712996,38713187,38714753,	38702773,38703001,38704396,38706899,38707043,38708231,38708516,38709302,38709698,38713104,38713348,38714862,	0	DPF1	cmpl	cmpl	1,0,1,1,1,1,0,0,1,1,2,0,
880	ENST00000420980.8_6	chr19	-	38701645	38714862	38702702	38714782	11	38701645,38702919,38704283,38706779,38706992,38708437,38709212,38709570,38712996,38713187,38714753,	38702773,38703031,38704396,38706899,38707043,38708516,38709302,38709698,38713104,38713348,38714862,	0	DPF1	cmpl	cmpl	1,0,1,1,1,0,0,1,1,2,0,
880	ENST00000689228.1_4	chr19	-	38701645	38714890	38702702	38714863	12	38701645,38702919,38704283,38706779,38706992,38708099,38708437,38709212,38709570,38712996,38713187,38714753,	38702773,38703001,38704396,38706899,38707043,38708231,38708516,38709302,38709698,38713104,38713348,38714890,	0	DPF1	cmpl	cmpl	1,0,1,1,1,1,0,0,1,1,2,0,
880	ENST00000614244.4_4	chr19	-	38701648	38714890	38702702	38714782	12	38701648,38702919,38704283,38706779,38706992,38708099,38708437,38709212,38709570,38712996,38713187,38714753,	38702773,38703031,38704396,38706899,38707043,38708231,38708516,38709302,38709698,38713104,38713348,38714890,	0	DPF1	cmpl	cmpl	1,0,1,1,1,1,0,0,1,1,2,0,
880	ENST00000412732.5_4	chr19	-	38701648	38720317	38702702	38713212	12	38701648,38702919,38704283,38706779,38706992,38708099,38708437,38709212,38709570,38712996,38713187,38720198,	38702773,38703001,38704396,38706899,38707043,38708231,38708516,38709302,38709698,38713104,38713343,38720317,	0	DPF1	cmpl	cmpl	1,0,1,1,1,1,0,0,1,1,0,-1,
880	ENST00000416611.5_4	chr19	-	38701682	38720354	38702702	38720230	12	38701682,38702919,38704283,38706779,38706992,38708099,38708437,38709212,38709570,38712996,38713187,38720198,	38702773,38703031,38704396,38706899,38707043,38708231,38708516,38709302,38709698,38713104,38713348,38720354,	0	DPF1	cmpl	cmpl	1,0,1,1,1,1,0,0,1,1,2,0,
880	ENST00000686058.1_2	chr19	-	38701682	38720354	38702702	38720341	12	38701682,38702919,38704283,38706779,38706992,38708099,38708437,38709212,38709570,38712996,38713187,38720198,	38702773,38703031,38704396,38706899,38707043,38708231,38708516,38709302,38709698,38713104,38713348,38720354,	0	DPF1	cmpl	cmpl	1,0,1,1,1,1,0,0,1,1,2,0,
880	ENST00000414789.5_4	chr19	-	38702341	38713938	38702702	38713212	12	38702341,38702919,38704283,38706779,38706992,38708099,38708437,38709212,38709570,38712996,38713187,38713474,	38702773,38703001,38704396,38706899,38707043,38708231,38708516,38709302,38709698,38713104,38713348,38713938,	0	DPF1	cmpl	cmpl	1,0,1,1,1,1,0,0,1,1,0,-1,
880	ENST00000456296.5_9	chr19	-	38702394	38720317	38702702	38720230	12	38702394,38702919,38704283,38706779,38706992,38708099,38708437,38709212,38709570,38712996,38713187,38720198,	38702773,38703001,38704396,38706899,38707043,38708231,38708516,38709302,38709698,38713104,38713348,38720317,	0	DPF1	cmpl	cmpl	1,0,1,1,1,1,0,0,1,1,2,0,
880	ENST00000587515.5_4	chr19	-	38741876	38743897	38741957	38743605	3	38741876,38742945,38743533,	38742086,38742978,38743897,	0	PPP1R14A	cmpl	cmpl	0,0,0,
880	ENST00000591291.5_4	chr19	-	38741876	38747012	38741904	38746979	3	38741876,38743533,38746778,	38741994,38743614,38747012,	0	PPP1R14A	cmpl	cmpl	0,0,0,
880	ENST00000301242.9_6	chr19	-	38741876	38747014	38741957	38746979	4	38741876,38742945,38743533,38746778,	38742086,38742978,38743614,38747014,	0	PPP1R14A	cmpl	cmpl	0,0,0,0,
880	ENST00000347262.8_4	chr19	-	38741876	38747172	38741957	38746979	3	38741876,38742945,38746778,	38742086,38742978,38747172,	0	PPP1R14A	cmpl	cmpl	0,0,0,
880	ENST00000591585.1_4	chr19	-	38742504	38747172	38742894	38746979	3	38742504,38743533,38746778,	38742978,38743614,38747172,	0	PPP1R14A	cmpl	cmpl	0,0,0,
880	ENST00000301244.12_4	chr19	+	38755212	38783255	38755532	38782646	7	38755212,38774266,38778515,38779777,38780758,38781176,38782479,	38755638,38774437,38778575,38779831,38780920,38781215,38783255,	0	SPINT2	cmpl	cmpl	0,1,1,1,1,1,1,
880	ENST00000587090.5_3	chr19	+	38755215	38783091	38774310	38782646	7	38755215,38774266,38778515,38779777,38780758,38781176,38782479,	38755363,38774437,38778575,38779831,38780920,38781215,38783091,	0	SPINT2	cmpl	cmpl	-1,0,1,1,1,1,1,
880	ENST00000454580.7_1	chr19	+	38755215	38783108	38755532	38782646	6	38755215,38778515,38779777,38780758,38781176,38782479,	38755638,38778575,38779831,38780920,38781215,38783108,	0	SPINT2	cmpl	cmpl	0,1,1,1,1,1,
880	ENST00000591889.2_7	chr19	+	38779807	38795549	38779807	38795324	6	38779807,38780758,38781176,38795014,38795204,38795484,	38779831,38780920,38781215,38795130,38795326,38795549,	0	ENSG00000267748	cmpl	cmpl	1,1,1,1,0,-1,
880	ENST00000651064.1_4	chr19	-	38780756	38783063	38780756	38780756	2	38780756,38782531,	38780846,38783063,	0	ENSG00000286037	none	none	-1,-1,
880	ENST00000363339.1	chr19	+	38785183	38785276	38785183	38785183	1	38785183,	38785276,	0	Y_RNA	none	none	-1,
13	ENST00000339413.11_9	chr19	-	38794197	38806587	38795991	38806557	8	38794197,38798067,38798236,38799431,38799618,38799863,38800044,38806499,	38796147,38798161,38798392,38799489,38799697,38799968,38800283,38806587,	0	YIF1B	cmpl	cmpl	0,2,2,1,0,0,1,0,
880	ENST00000588605.5_3	chr19	+	38794803	38795646	38794901	38795324	4	38794803,38795014,38795204,38795484,	38794923,38795130,38795326,38795646,	0	C19orf33	cmpl	cmpl	0,1,0,-1,
880	ENST00000301246.10_5	chr19	+	38794890	38795646	38794901	38795604	4	38794890,38795014,38795263,38795484,	38794923,38795130,38795326,38795646,	0	C19orf33	cmpl	cmpl	0,1,0,0,
13	ENST00000592694.5_6	chr19	-	38795743	38806554	38795991	38800248	8	38795743,38798067,38798236,38799431,38799618,38799863,38800044,38806508,	38796147,38798161,38798392,38799489,38799697,38799968,38800283,38806554,	0	YIF1B	cmpl	cmpl	0,2,2,1,0,0,0,-1,
13	ENST00000337679.12_4	chr19	-	38795753	38806563	38796128	38806557	9	38795753,38797553,38798067,38798236,38799431,38799618,38799863,38800044,38806508,	38796147,38797630,38798161,38798392,38799489,38799697,38799968,38800283,38806563,	0	YIF1B	cmpl	cmpl	2,0,2,2,1,0,0,1,0,
13	ENST00000392124.7_6	chr19	-	38795754	38800563	38795991	38800248	7	38795754,38798067,38798236,38799431,38799618,38799863,38800044,	38796147,38798161,38798392,38799489,38799697,38799968,38800563,	0	YIF1B	cmpl	cmpl	0,2,2,1,0,0,0,
13	ENST00000592246.5_4	chr19	-	38795837	38800283	38795991	38800248	6	38795837,38798067,38798236,38799431,38799618,38800044,	38796147,38798161,38798392,38799489,38799697,38800283,	0	YIF1B	cmpl	cmpl	0,2,2,1,0,0,
13	ENST00000329420.12_4	chr19	-	38795991	38806433	38795991	38806369	8	38795991,38798067,38798236,38799431,38799618,38799863,38800044,38806356,	38796147,38798161,38798392,38799489,38799697,38799968,38800283,38806433,	0	YIF1B	cmpl	cmpl	0,2,2,1,0,0,1,0,
13	ENST00000591784.5_6	chr19	-	38795991	38806439	38795991	38800248	8	38795991,38798067,38798236,38799431,38799618,38799863,38800044,38806386,	38796147,38798161,38798392,38799489,38799697,38799968,38800283,38806439,	0	YIF1B	cmpl	cmpl	0,2,2,1,0,0,0,-1,
881	ENST00000591755.5_4	chr19	-	38797336	38806560	38797525	38806557	8	38797336,38798067,38798236,38799431,38799618,38799863,38800044,38806508,	38797630,38798161,38798392,38799489,38799697,38799968,38800283,38806560,	0	YIF1B	cmpl	cmpl	0,2,2,1,0,0,1,0,
881	ENST00000263372.5_4	chr19	+	38810484	38822716	38810590	38818043	3	38810484,38817232,38817819,	38810912,38817628,38822716,	0	KCNK6	cmpl	cmpl	0,1,1,
881	ENST00000410018.5_3	chr19	+	38826414	38861583	38827874	38861432	28	38826414,38827860,38828232,38834219,38834632,38834935,38837089,38842900,38845349,38847123,38848917,38849071,38850109,38851128,38851370,38852287,38852849,38853015,38853353,38855530,38855700,38857795,38858148,38858320,38858687,38860611,38860798,38861165,	38826515,38828144,38828286,38834364,38834759,38835008,38837245,38843072,38845487,38847183,38848968,38849201,38850221,38851287,38851483,38852501,38852912,38853214,38853472,38855611,38855757,38857952,38858212,38858416,38858777,38860704,38860898,38861583,	0	CATSPERG	cmpl	cmpl	-1,0,0,0,1,2,0,0,1,1,1,1,2,0,0,2,0,0,1,0,0,0,1,2,2,2,2,0,
